N,P,K,temperature,humidity,ph,rainfall,label,Primary_Fertilizer,Soil_Texture,Soil_Texture_Label,N_to_P_ratio,K_to_N_ratio
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee,Calcium Ammonium Nitrate,Loam,1,3.176470588,0.28440367
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,Calcium Ammonium Nitrate,Sandy,3,2.770833333,0.179104478
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Urea,Sandy,3,1.147727273,0.529411765
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,Urea,Clay,0,4.461538462,0.427350427
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,Urea,Clay,0,2.520833333,0.131147541
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,Urea,Clay,0,5.65,0.403508772
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon,Calcium Ammonium Nitrate,Clay,0,8.384615385,0.436363636
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,Calcium Ammonium Nitrate,Clay,0,2.565217391,0.193277311
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,Calcium Ammonium Nitrate,Clay,0,2.488372093,0.222222222
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Urea,Clay,0,1.492957746,0.514018692
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,Urea,Clay,0,2.644444444,0.125
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Calcium Ammonium Nitrate,Clay,0,1.179775281,0.509433962
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,Calcium Ammonium Nitrate,Clay,0,2.775,0.196428571
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,Urea,Clay,0,2.897435897,0.219298246
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,Urea,Clay,0,8.5,0.436893204
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,Urea,Clay,0,2.75,0.225225225
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,Calcium Ammonium Nitrate,Clay,0,2.293103448,0.141791045
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,Urea,Clay,0,2.644444444,0.125
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,Calcium Ammonium Nitrate,Clay,0,1.886792453,0.188118812
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Urea,Clay,0,1.378378378,0.504854369
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana,Calcium Ammonium Nitrate,Clay,0,1.344827586,0.449152542
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton,Urea,Clay,0,2.75,0.162162162
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,Calcium Ammonium Nitrate,Clay,0,5.363636364,0.428571429
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute,Calcium Ammonium Nitrate,Sandy,3,2.777777778,0.356435644
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,Urea,Clay,0,3.142857143,0.165413534
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee,Calcium Ammonium Nitrate,Loam,1,3.135135135,0.213675214
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,Urea,Sandy,3,1.3625,0.409090909
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,coffee,Urea,Loam,1,3.470588235,0.25210084
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee,Urea,Loam,1,2.43902439,0.346534653
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton,Calcium Ammonium Nitrate,Clay,0,2.622222222,0.193277311
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,Urea,Clay,0,2.897435897,0.175438596
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Calcium Ammonium Nitrate,Clay,0,1.213483146,0.504587156
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,Calcium Ammonium Nitrate,Sandy,3,4.5,0.449152542
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee,Calcium Ammonium Nitrate,Loam,1,2.87804878,0.294117647
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,Calcium Ammonium Nitrate,Sandy,3,5.722222222,0.490384615
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon,Urea,Clay,0,4.652173913,0.5
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton,Calcium Ammonium Nitrate,Clay,0,2.945945946,0.163636364
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Urea,Clay,0,2.035087719,0.145299145
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,Urea,Sandy,3,1.711864407,0.176470588
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee,Urea,Loam,1,3.633333333,0.254545455
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee,Urea,Loam,1,3.029411765,0.240384615
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,Calcium Ammonium Nitrate,Clay,0,6.8,0.504854369
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton,Urea,Clay,0,2.431818182,0.166666667
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee,Calcium Ammonium Nitrate,Loam,1,6.222222222,0.247787611
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,Calcium Ammonium Nitrate,Clay,0,1.711864407,0.176470588
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,Urea,Clay,0,5.0,0.486486486
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon,Urea,Clay,0,4.071428571,0.417391304
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon,Calcium Ammonium Nitrate,Clay,0,4.307692308,0.451327434
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee,Calcium Ammonium Nitrate,Loam,1,3.057142857,0.296296296
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Calcium Ammonium Nitrate,Clay,0,1.346153846,0.490566038
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,Urea,Clay,0,3.142857143,0.165413534
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Calcium Ammonium Nitrate,Clay,0,5.85,0.466101695
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee,Calcium Ammonium Nitrate,Sandy,3,4.863636364,0.240740741
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana,Urea,Sandy,3,1.630136986,0.458333333
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Calcium Ammonium Nitrate,Clay,0,1.527777778,0.486486486
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,Urea,Clay,0,2.114754098,0.169230769
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,Urea,Sandy,3,3.358974359,0.143939394
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,Urea,Sandy,3,5.714285714,0.371900826
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,Calcium Ammonium Nitrate,Clay,0,8.5,0.436893204
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,Calcium Ammonium Nitrate,Clay,0,5.611111111,0.539215686
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,Calcium Ammonium Nitrate,Clay,0,6.058823529,0.471153846
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,Urea,Sandy,3,2.040816327,0.158415842
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Calcium Ammonium Nitrate,Clay,0,1.117021277,0.433962264
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton,Urea,Sandy,3,2.127659574,0.178217822
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,Urea,Clay,0,2.176470588,0.133928571
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,coffee,Urea,Loam,1,4.32,0.28440367
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee,Urea,Sandy,3,3.59375,0.25862069
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Urea,Clay,0,1.378378378,0.524271845
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,Urea,Clay,0,3.64516129,0.438596491
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,Calcium Ammonium Nitrate,Clay,0,4.695652174,0.422018349
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana,Calcium Ammonium Nitrate,Clay,0,1.363636364,0.429752066
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.818181818,0.485981308
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton,Urea,Clay,0,2.255319149,0.186915888
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,Calcium Ammonium Nitrate,Clay,0,2.69047619,0.175438596
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.923076923,0.485436893
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee,Urea,Loam,1,4.863636364,0.240740741
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee,Calcium Ammonium Nitrate,Loam,1,3.34375,0.287037037
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee,Calcium Ammonium Nitrate,Loam,1,3.03030303,0.257425743
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,banana,Calcium Ammonium Nitrate,Sandy,3,1.426829268,0.449152542
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,Urea,Clay,0,2.12,0.224299065
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton,Calcium Ammonium Nitrate,Clay,0,2.351851852,0.1875
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,Calcium Ammonium Nitrate,Clay,0,2.897435897,0.175438596
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee,Calcium Ammonium Nitrate,Sandy,3,3.545454545,0.288135593
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,Urea,Clay,0,11.5,0.448275862
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton,Urea,Clay,0,1.967213115,0.123966942
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee,Urea,Loam,1,3.135135135,0.213675214
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,Calcium Ammonium Nitrate,Clay,0,2.43902439,0.198019802
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,Calcium Ammonium Nitrate,Clay,0,2.25,0.127118644
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,Urea,Sandy,3,7.0,0.471698113
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,Urea,Sandy,3,9.909090909,0.481818182
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,Urea,Clay,0,4.8,0.388429752
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,Urea,Clay,0,2.897435897,0.219298246
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton,Urea,Clay,0,1.888888889,0.203883495
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,Urea,Clay,0,2.490566038,0.142857143
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Urea,Sandy,3,3.7,0.276785714
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee,Calcium Ammonium Nitrate,Loam,1,3.34375,0.287037037
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,Calcium Ammonium Nitrate,Clay,0,5.0,0.486486486
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee,Urea,Loam,1,2.43902439,0.346534653
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee,Calcium Ammonium Nitrate,Loam,1,3.6875,0.285714286
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,Urea,Clay,0,2.657894737,0.176470588
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton,Calcium Ammonium Nitrate,Clay,0,2.326086957,0.231481481
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,Calcium Ammonium Nitrate,Clay,0,1.465753425,0.416666667
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,Calcium Ammonium Nitrate,Clay,0,2.298245614,0.151515152
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,Urea,Sandy,3,3.884615385,0.509803922
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Calcium Ammonium Nitrate,Clay,0,1.117021277,0.433962264
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,Calcium Ammonium Nitrate,Clay,0,3.793103448,0.414414414
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Calcium Ammonium Nitrate,Clay,0,5.85,0.466101695
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee,Urea,Loam,1,4.071428571,0.243478261
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon,Urea,Sandy,3,6.666666667,0.485148515
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,Urea,Sandy,3,3.861111111,0.107142857
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee,Urea,Loam,1,3.964285714,0.276785714
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,Calcium Ammonium Nitrate,Clay,0,3.862068966,0.477876106
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Urea,Clay,0,1.378378378,0.524271845
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,Urea,Loam,1,4.833333333,0.213675214
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Calcium Ammonium Nitrate,Clay,0,1.527777778,0.486486486
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,Urea,Sandy,3,2.176470588,0.133928571
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,Urea,Clay,0,8.916666667,0.5
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton,Calcium Ammonium Nitrate,Clay,0,2.680851064,0.196850394
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,Urea,Clay,0,1.325842697,0.428571429
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,Calcium Ammonium Nitrate,Clay,0,1.886792453,0.188118812
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.0,0.47706422
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,Urea,Clay,0,2.657894737,0.176470588
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon,Urea,Clay,0,18.5,0.446428571
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,Calcium Ammonium Nitrate,Clay,0,2.62,0.166666667
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,Calcium Ammonium Nitrate,Clay,0,3.64516129,0.438596491
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Urea,Clay,0,1.147727273,0.529411765
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,Urea,Clay,0,3.861111111,0.107142857
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,Calcium Ammonium Nitrate,Loam,1,7.0625,0.254385965
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,Urea,Clay,0,2.489795918,0.130081301
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,Urea,Clay,0,2.489795918,0.130081301
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon,Urea,Clay,0,6.235294118,0.504672897
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,Urea,Clay,0,18.5,0.491071429
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton,Calcium Ammonium Nitrate,Clay,0,3.230769231,0.181102362
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,Calcium Ammonium Nitrate,Clay,0,11.9,0.416666667
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,Urea,Clay,0,4.461538462,0.427350427
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Calcium Ammonium Nitrate,Clay,0,1.117021277,0.433962264
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee,Calcium Ammonium Nitrate,Sandy,3,2.585365854,0.280373832
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Calcium Ammonium Nitrate,Clay,0,1.213483146,0.504587156
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,Calcium Ammonium Nitrate,Sandy,3,4.333333333,0.447619048
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,Calcium Ammonium Nitrate,Clay,0,2.707317073,0.223214286
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,Urea,Clay,0,1.4625,0.415254237
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,Calcium Ammonium Nitrate,Loam,1,2.040816327,0.158415842
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Urea,Clay,0,5.85,0.466101695
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,Calcium Ammonium Nitrate,Clay,0,1.842105263,0.141509434
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,Calcium Ammonium Nitrate,Sandy,3,1.344827586,0.406779661
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Calcium Ammonium Nitrate,Clay,0,1.378378378,0.504854369
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Calcium Ammonium Nitrate,Clay,0,1.378378378,0.524271845
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,Urea,Sandy,3,6.058823529,0.471153846
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton,Calcium Ammonium Nitrate,Clay,0,2.733333333,0.169354839
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,Calcium Ammonium Nitrate,Loam,1,3.029411765,0.317307692
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,Urea,Clay,0,14.875,0.458333333
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee,Urea,Loam,1,3.029411765,0.240384615
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,Calcium Ammonium Nitrate,Clay,0,2.657894737,0.176470588
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,Urea,Sandy,3,1.333333333,0.514851485
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon,Urea,Clay,0,4.08,0.524271845
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,Urea,Clay,0,2.188679245,0.162393162
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Urea,Clay,0,2.035087719,0.145299145
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,Urea,Clay,0,5.95,0.458333333
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,Urea,Clay,0,6.210526316,0.43697479
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana,Urea,Clay,0,1.272727273,0.424778761
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,Urea,Clay,0,11.9,0.416666667
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Urea,Clay,0,1.234567901,0.514851485
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,Calcium Ammonium Nitrate,Loam,1,5.428571429,0.226086957
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute,Calcium Ammonium Nitrate,Clay,0,1.754385965,0.396039604
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Urea,Clay,0,1.147727273,0.529411765
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon,Urea,Clay,0,4.037037037,0.409090909
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton,Urea,Clay,0,2.75,0.162162162
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,Urea,Clay,0,3.125,0.166666667
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,Calcium Ammonium Nitrate,Clay,0,2.43902439,0.198019802
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee,Urea,Sandy,3,3.135135135,0.213675214
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon,Calcium Ammonium Nitrate,Clay,0,13.33333333,0.380165289
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,Urea,Clay,0,5.95,0.458333333
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,Calcium Ammonium Nitrate,Clay,0,2.188679245,0.162393162
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Urea,Clay,0,1.392405063,0.45045045
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Calcium Ammonium Nitrate,Clay,0,1.492957746,0.514018692
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,Urea,Sandy,3,6.058823529,0.471153846
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton,Calcium Ammonium Nitrate,Clay,0,2.147540984,0.128787879
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon,Urea,Clay,0,4.818181818,0.485981308
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Calcium Ammonium Nitrate,Clay,0,1.392405063,0.45045045
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,Calcium Ammonium Nitrate,Clay,0,2.057692308,0.203703704
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,coffee,Urea,Loam,1,3.470588235,0.25210084
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,Urea,Clay,0,1.325842697,0.43697479
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,Urea,Clay,0,1.161290323,0.486238532
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Urea,Sandy,3,4.0,0.47706422
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton,Urea,Clay,0,1.770491803,0.155963303
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Calcium Ammonium Nitrate,Sandy,3,2.035087719,0.145299145
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee,Urea,Loam,1,5.363636364,0.285714286
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Urea,Loam,1,3.7,0.276785714
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton,Calcium Ammonium Nitrate,Clay,0,2.684210526,0.242718447
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Calcium Ammonium Nitrate,Clay,0,1.425,0.443478261
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,Urea,Clay,0,2.897435897,0.219298246
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,Urea,Clay,0,4.5,0.449152542
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Calcium Ammonium Nitrate,Clay,0,1.492957746,0.514018692
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,Calcium Ammonium Nitrate,Clay,0,3.358974359,0.143939394
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana,Calcium Ammonium Nitrate,Sandy,3,1.363636364,0.429752066
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee,Urea,Loam,1,3.964285714,0.276785714
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,Urea,Clay,0,2.350877193,0.133333333
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,Urea,Clay,0,15.85714286,0.473214286
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,Calcium Ammonium Nitrate,Clay,0,8.916666667,0.5
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee,Calcium Ammonium Nitrate,Loam,1,3.15625,0.254901961
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Calcium Ammonium Nitrate,Clay,0,1.2,0.486238532
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,Urea,Clay,0,8.5,0.436893204
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,Urea,Sandy,3,1.2,0.460869565
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,Calcium Ammonium Nitrate,Clay,0,2.293103448,0.141791045
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Calcium Ammonium Nitrate,Clay,0,1.2,0.486238532
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,Urea,Clay,0,19.33333333,0.461538462
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,Urea,Clay,0,6.0,0.404958678
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,Calcium Ammonium Nitrate,Sandy,3,1.842105263,0.141509434
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.677419355,0.443478261
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon,Calcium Ammonium Nitrate,Sandy,3,4.652173913,0.5
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.0,0.47706422
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,Calcium Ammonium Nitrate,Clay,0,2.775,0.196428571
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.0,0.47706422
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Calcium Ammonium Nitrate,Sandy,3,1.378378378,0.524271845
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.0,0.47706422
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,Urea,Loam,1,6.210526316,0.268907563
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,Calcium Ammonium Nitrate,Clay,0,2.12,0.224299065
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,Calcium Ammonium Nitrate,Clay,0,5.714285714,0.371900826
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana,Calcium Ammonium Nitrate,Clay,0,1.247191011,0.491071429
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,Calcium Ammonium Nitrate,Clay,0,3.838709677,0.408333333
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Calcium Ammonium Nitrate,Sandy,3,1.346153846,0.490566038
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,Calcium Ammonium Nitrate,Clay,0,3.125,0.166666667
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee,Urea,Loam,1,3.029411765,0.240384615
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,Urea,Sandy,3,2.490566038,0.142857143
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,Urea,Clay,0,2.25,0.127118644
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee,Calcium Ammonium Nitrate,Loam,1,2.87804878,0.294117647
120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,muskmelon,Calcium Ammonium Nitrate,Clay,0,7.058823529,0.421487603
